Number of static obstacles,Number of dynamic obstacles,Minimum distance from obstacle,Average distance between obstacles,Largest free angle,Area,Run number,Robot position,Obs pos,Dyn obs pos,Is stuck
8,1,2,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 21)]",FALSE
8,1,2.236067977,0,0,A to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(34, 20)]",FALSE
8,1,2,0,0,A to B,5,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(34, 20)]",FALSE
8,1,2.236067977,0,0,A to B,5,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(34, 19)]",FALSE
8,1,2,0,0,B to C,5,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]","[(34, 19)]",FALSE
8,1,2.236067977,0,0,B to C,5,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]","[(34, 18)]",FALSE
8,1,2.828427125,0,0,B to C,5,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(34, 18)]",TRUE
16,2,4,8.544003745,216.8698976,B to C,5,"(31, 21)","[(26, 21), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(31, 25), (34, 17)]",TRUE
20,1,2.236067977,0,0,B to C,5,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(31, 24)]",TRUE
21,1,2.236067977,0,0,B to C,5,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(31, 24)]",TRUE
17,1,2.236067977,0,0,B to C,5,"(29, 24)","[(25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(31, 23)]",TRUE
13,1,2.828427125,0,0,B to C,5,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(31, 23)]",TRUE
11,1,0,0,0,B to C,5,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(31, 22)]",TRUE
7,0,0,0,0,B to C,5,"(27, 27)","[(25, 23), (26, 23), (27, 22), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,B to C,5,"(26, 28)","[(26, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to C,5,"(25, 29)","[(20, 29), (21, 29), (21, 30), (21, 31), (21, 32), (28, 25)]",[],TRUE
12,0,0,0,0,B to C,5,"(24, 30)","[(19, 30), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]",[],TRUE
19,0,0,0,0,B to C,5,"(23, 31)","[(18, 31), (19, 29), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]",[],TRUE
25,0,0,0,0,B to C,5,"(22, 32)","[(17, 32), (18, 29), (18, 30), (18, 31), (18, 32), (18, 33), (18, 34), (19, 29), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]",[],TRUE
24,0,0,0,0,B to C,5,"(22, 33)","[(17, 33), (18, 30), (18, 31), (18, 32), (18, 33), (18, 34), (19, 29), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]",[],TRUE
20,0,0,0,0,B to C,5,"(22, 34)","[(17, 34), (18, 31), (18, 32), (18, 33), (18, 34), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]",[],TRUE
20,0,0,0,0,B to C,5,"(21, 35)","[(17, 32), (17, 33), (17, 34), (18, 31), (18, 32), (18, 33), (18, 34), (19, 31), (19, 32), (19, 33), (19, 34), (20, 31), (20, 32), (20, 33), (20, 34), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]",[],TRUE
18,1,4,0,0,B to C,5,"(20, 36)","[(16, 33), (16, 34), (17, 32), (17, 33), (17, 34), (18, 32), (18, 33), (18, 34), (19, 32), (19, 33), (19, 34), (20, 31), (20, 32), (20, 33), (20, 34), (21, 32), (21, 33), (21, 34)]","[(16, 36)]",TRUE
12,0,0,0,0,B to C,5,"(20, 37)","[(16, 34), (17, 33), (17, 34), (18, 33), (18, 34), (19, 33), (19, 34), (20, 32), (20, 33), (20, 34), (21, 33), (21, 34)]",[],TRUE
6,0,0,0,0,B to C,5,"(20, 38)","[(17, 34), (18, 34), (19, 34), (20, 33), (20, 34), (21, 34)]",[],TRUE
1,0,0,0,0,B to C,5,"(20, 39)","[(20, 34)]",[],TRUE
0,0,0,0,0,B to C,5,"(20, 40)",[],[],TRUE
1,0,0,0,0,B to C,5,"(19, 41)","[(14, 41)]",[],TRUE
7,0,0,0,0,B to C,5,"(18, 42)","[(13, 42), (14, 39), (14, 40), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
12,0,0,0,0,B to C,5,"(17, 43)","[(12, 43), (13, 40), (13, 41), (13, 42), (13, 43), (13, 44), (14, 39), (14, 40), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
10,0,0,0,0,B to C,5,"(17, 44)","[(12, 44), (13, 41), (13, 42), (13, 43), (13, 44), (14, 40), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
7,0,0,0,0,C to B,5,"(17, 45)","[(13, 42), (13, 43), (13, 44), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
5,0,0,0,0,C to B,5,"(18, 44)","[(13, 44), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
1,0,0,0,0,C to B,5,"(19, 43)","[(14, 43)]",[],TRUE
0,0,0,0,0,C to B,5,"(20, 42)",[],[],TRUE
0,0,0,0,0,C to B,5,"(21, 41)",[],[],TRUE
2,0,0,0,0,C to B,5,"(22, 40)","[(26, 42), (26, 43)]",[],TRUE
4,1,4,0,0,C to B,5,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]","[(23, 35)]",TRUE
9,1,3.605551275,0,0,C to B,5,"(24, 38)","[(21, 34), (26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]","[(22, 35)]",TRUE
7,2,3.605551275,8.602325267,176.8201699,C to B,5,"(25, 37)","[(21, 34), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]","[(22, 35), (29, 40)]",TRUE
5,1,0,0,0,C to B,5,"(26, 36)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40)]","[(29, 40)]",TRUE
4,1,4.472135955,0,0,C to B,5,"(27, 35)","[(28, 36), (28, 37), (28, 38), (28, 39)]","[(29, 39)]",TRUE
4,0,0,0,0,C to B,5,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
2,1,0,0,0,C to B,5,"(29, 33)","[(28, 36), (28, 37)]","[(29, 38)]",TRUE
1,1,0,0,0,C to B,5,"(29, 32)","[(28, 36)]","[(26, 28)]",TRUE
0,1,2.828427125,0,0,C to B,5,"(29, 31)",[],"[(27, 29)]",TRUE
0,1,2.236067977,0,0,C to B,5,"(29, 30)",[],"[(27, 29)]",TRUE
1,1,1.414213562,0,0,C to B,5,"(29, 29)","[(28, 25)]","[(28, 30)]",FALSE
1,1,1.414213562,0,0,C to B,5,"(29, 29)","[(28, 25)]","[(28, 30)]",FALSE
1,1,2,0,0,C to B,5,"(29, 29)","[(28, 25)]","[(29, 31)]",FALSE
1,1,2,0,0,C to B,5,"(29, 29)","[(28, 25)]","[(29, 31)]",FALSE
1,1,3.16227766,0,0,C to B,5,"(29, 29)","[(28, 25)]","[(30, 32)]",FALSE
2,1,4.123105626,0,0,C to B,5,"(29, 28)","[(28, 24), (28, 25)]","[(30, 32)]",TRUE
5,0,0,0,0,C to B,5,"(29, 27)","[(26, 23), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
9,0,0,0,0,C to B,5,"(29, 26)","[(25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
13,0,0,0,0,C to B,5,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
13,0,0,0,0,C to B,5,"(30, 24)","[(26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,C to B,5,"(31, 23)","[(26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,C to B,5,"(32, 22)","[(27, 22), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,C to B,5,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
8,0,0,0,0,C to B,5,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
8,0,0,0,0,B to A,5,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
8,0,0,0,0,B to A,5,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
16,0,0,0,0,B to A,5,"(31, 21)","[(26, 21), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
20,0,0,0,0,B to A,5,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
21,0,0,0,0,B to A,5,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
17,1,0,0,0,B to A,5,"(29, 24)","[(25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(25, 27)]",TRUE
13,1,4.242640687,0,0,B to A,5,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 28)]",TRUE
11,1,2.828427125,0,0,B to A,5,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 28)]",TRUE
15,1,4,0,0,B to A,5,"(27, 25)","[(25, 21), (25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 29)]",TRUE
19,0,0,0,0,B to A,5,"(26, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
19,0,0,0,0,B to A,5,"(25, 24)","[(25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
17,0,0,0,0,B to A,5,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
15,0,0,0,0,B to A,5,"(23, 23)","[(25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 23)]",[],TRUE
12,0,0,0,0,B to A,5,"(22, 22)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 22)]",[],TRUE
7,0,0,0,0,B to A,5,"(21, 21)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 21)]",[],TRUE
1,0,0,0,0,B to A,5,"(20, 20)","[(25, 20)]",[],TRUE
0,0,0,0,0,B to A,5,"(19, 19)",[],[],TRUE
0,1,4.242640687,0,0,B to A,5,"(18, 18)",[],"[(15, 21)]",TRUE
0,1,4.472135955,0,0,B to A,5,"(17, 17)",[],"[(15, 21)]",TRUE
0,1,0,0,0,B to A,5,"(16, 16)",[],"[(16, 21)]",TRUE
1,0,0,0,0,A to B,6,"(15, 15)","[(15, 10)]",[],TRUE
0,0,0,0,0,A to B,6,"(16, 16)",[],[],TRUE
0,1,4,0,0,A to B,6,"(17, 17)",[],"[(17, 21)]",TRUE
0,2,3,1,341.5650512,A to B,6,"(18, 18)",[],"[(17, 21), (18, 21)]",TRUE
0,2,2.236067977,1.414213562,323.1301024,A to B,6,"(19, 19)",[],"[(17, 20), (18, 21)]",TRUE
1,2,1.414213562,2.236067977,315,A to B,6,"(20, 20)","[(25, 20)]","[(17, 20), (19, 21)]",FALSE
1,2,1.414213562,2.828427125,63.43494882,A to B,6,"(20, 20)","[(25, 20)]","[(17, 19), (19, 21)]",FALSE
1,2,1,3.605551275,108.4349488,A to B,6,"(20, 20)","[(25, 20)]","[(17, 19), (20, 21)]",FALSE
1,2,1,4.242640687,123.6900675,A to B,6,"(20, 20)","[(25, 20)]","[(17, 18), (20, 21)]",FALSE
1,2,1.414213562,5,168.6900675,A to B,6,"(20, 20)","[(25, 20)]","[(17, 18), (21, 21)]",FALSE
1,2,1.414213562,5.656854249,180,A to B,6,"(20, 20)","[(25, 20)]","[(17, 17), (21, 21)]",FALSE
1,2,2.828427125,7.071067812,180,A to B,6,"(20, 20)","[(25, 20)]","[(17, 17), (22, 22)]",FALSE
7,1,1.414213562,0,0,A to B,6,"(21, 21)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 21)]","[(22, 22)]",FALSE
7,1,2.828427125,0,0,A to B,6,"(21, 21)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 21)]","[(23, 23)]",FALSE
12,1,1.414213562,0,0,A to B,6,"(22, 22)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 22)]","[(23, 23)]",FALSE
12,1,2.828427125,0,0,A to B,6,"(22, 22)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 22)]","[(24, 24)]",FALSE
15,2,1.414213562,3.16227766,341.5650512,A to B,6,"(23, 23)","[(25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 23)]","[(24, 24), (27, 25)]",FALSE
15,2,2.236067977,2.236067977,360,A to B,6,"(23, 23)","[(25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 23)]","[(25, 24), (27, 25)]",FALSE
17,2,1,1,360,A to B,6,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(25, 24), (26, 24)]",FALSE
17,1,2,0,0,A to B,6,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 24)]",FALSE
17,2,1,1,360,A to B,6,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(25, 24), (26, 24)]",FALSE
17,2,1,2,360,A to B,6,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(25, 24), (27, 24)]",FALSE
17,3,1,4.940555992,108.4349488,A to B,6,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(22, 28), (24, 23), (27, 25)]",FALSE
17,3,1,4.940555992,108.4349488,A to B,6,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(22, 28), (24, 23), (27, 25)]",FALSE
17,3,2,6.186291319,116.5650512,A to B,6,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(21, 27), (24, 22), (28, 26)]",FALSE
17,3,2,6.186291319,116.5650512,A to B,6,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(21, 27), (24, 22), (28, 26)]",FALSE
17,3,3.16227766,7.252900095,153.4349488,A to B,6,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(20, 26), (23, 21), (29, 24)]",FALSE
15,3,4.123105626,6.064495102,102.5288077,A to B,6,"(25, 25)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(23, 21), (29, 24), (29, 27)]",TRUE
11,2,3.16227766,3.16227766,315,A to B,6,"(26, 26)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 25), (30, 28)]",TRUE
11,2,2.236067977,3.16227766,299.7448813,A to B,6,"(27, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 25), (30, 28)]",TRUE
11,2,0,4.242640687,315,A to B,6,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(28, 26), (31, 29)]",FALSE
11,2,0,4.242640687,315,A to B,6,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(28, 26), (31, 29)]",FALSE
11,2,1.414213562,5,278.1301024,A to B,6,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 27), (31, 30)]",FALSE
11,2,1.414213562,5,278.1301024,A to B,6,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 27), (31, 30)]",FALSE
11,1,2.828427125,0,0,A to B,6,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 28)]",FALSE
13,1,4.242640687,0,0,A to B,6,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 28)]",TRUE
13,0,0,0,0,A to B,6,"(30, 24)","[(26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,A to B,6,"(31, 23)","[(26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,A to B,6,"(32, 22)","[(27, 22), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,A to B,6,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
8,0,0,0,0,A to B,6,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
8,0,0,0,0,B to C,6,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
8,0,0,0,0,B to C,6,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
16,0,0,0,0,B to C,6,"(31, 21)","[(26, 21), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
20,0,0,0,0,B to C,6,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
21,0,0,0,0,B to C,6,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
17,0,0,0,0,B to C,6,"(29, 24)","[(25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
13,0,0,0,0,B to C,6,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
11,0,0,0,0,B to C,6,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,1,0,0,0,B to C,6,"(27, 27)","[(25, 23), (26, 23), (27, 22), (27, 23), (28, 23), (28, 24), (28, 25)]","[(22, 27)]",TRUE
3,1,4.123105626,0,0,B to C,6,"(26, 28)","[(26, 23), (28, 24), (28, 25)]","[(22, 27)]",TRUE
6,1,3.16227766,0,0,B to C,6,"(25, 29)","[(20, 29), (21, 29), (21, 30), (21, 31), (21, 32), (28, 25)]","[(22, 28)]",TRUE
12,1,2.828427125,0,0,B to C,6,"(24, 30)","[(19, 30), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(22, 28)]",TRUE
19,1,2.236067977,0,0,B to C,6,"(23, 31)","[(18, 31), (19, 29), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(22, 29)]",TRUE
25,1,3,0,0,B to C,6,"(22, 32)","[(17, 32), (18, 29), (18, 30), (18, 31), (18, 32), (18, 33), (18, 34), (19, 29), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(22, 29)]",TRUE
24,1,3,0,0,B to C,6,"(22, 33)","[(17, 33), (18, 30), (18, 31), (18, 32), (18, 33), (18, 34), (19, 29), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(22, 30)]",TRUE
20,1,4,0,0,B to C,6,"(22, 34)","[(17, 34), (18, 31), (18, 32), (18, 33), (18, 34), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(22, 30)]",TRUE
20,2,4.123105626,7.810249676,130.6012946,B to C,6,"(21, 35)","[(17, 32), (17, 33), (17, 34), (18, 31), (18, 32), (18, 33), (18, 34), (19, 31), (19, 32), (19, 33), (19, 34), (20, 31), (20, 32), (20, 33), (20, 34), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(17, 37), (22, 31)]",TRUE
