Number of static obstacles,Number of dynamic obstacles,Minimum distance from obstacle,Average distance between obstacles,Largest free angle,Area,Run number,Robot position,Obs pos,Dyn obs pos,Is stuck
12,0,0,0,0,B to C,8,"(20, 37)","[(16, 34), (17, 33), (17, 34), (18, 33), (18, 34), (19, 33), (19, 34), (20, 32), (20, 33), (20, 34), (21, 33), (21, 34)]",[],TRUE
6,0,0,0,0,B to C,8,"(20, 38)","[(17, 34), (18, 34), (19, 34), (20, 33), (20, 34), (21, 34)]",[],TRUE
1,0,0,0,0,B to C,8,"(20, 39)","[(20, 34)]",[],TRUE
0,0,0,0,0,B to C,8,"(20, 40)",[],[],TRUE
1,0,0,0,0,B to C,8,"(19, 41)","[(14, 41)]",[],TRUE
7,0,0,0,0,B to C,8,"(18, 42)","[(13, 42), (14, 39), (14, 40), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
12,0,0,0,0,B to C,8,"(17, 43)","[(12, 43), (13, 40), (13, 41), (13, 42), (13, 43), (13, 44), (14, 39), (14, 40), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
10,0,0,0,0,B to C,8,"(17, 44)","[(12, 44), (13, 41), (13, 42), (13, 43), (13, 44), (14, 40), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
7,0,0,0,0,C to B,8,"(17, 45)","[(13, 42), (13, 43), (13, 44), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
5,0,0,0,0,C to B,8,"(18, 44)","[(13, 44), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
1,0,0,0,0,C to B,8,"(19, 43)","[(14, 43)]",[],TRUE
0,0,0,0,0,C to B,8,"(20, 42)",[],[],TRUE
0,0,0,0,0,C to B,8,"(21, 41)",[],[],TRUE
2,0,0,0,0,C to B,8,"(22, 40)","[(26, 42), (26, 43)]",[],TRUE
4,0,0,0,0,C to B,8,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]",[],TRUE
9,0,0,0,0,C to B,8,"(24, 38)","[(21, 34), (26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
7,0,0,0,0,C to B,8,"(25, 37)","[(21, 34), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
5,0,0,0,0,C to B,8,"(26, 36)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40)]",[],TRUE
4,0,0,0,0,C to B,8,"(27, 35)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
4,0,0,0,0,C to B,8,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
2,0,0,0,0,C to B,8,"(29, 33)","[(28, 36), (28, 37)]",[],TRUE
1,0,0,0,0,C to B,8,"(29, 32)","[(28, 36)]",[],TRUE
0,0,0,0,0,C to B,8,"(29, 31)",[],[],TRUE
0,0,0,0,0,C to B,8,"(29, 30)",[],[],TRUE
1,0,0,0,0,C to B,8,"(29, 29)","[(28, 25)]",[],TRUE
2,0,0,0,0,C to B,8,"(29, 28)","[(28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,C to B,8,"(29, 27)","[(26, 23), (27, 23), (28, 23), (28, 24), (28, 25)]",[],TRUE
9,0,0,0,0,C to B,8,"(29, 26)","[(25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
13,0,0,0,0,C to B,8,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
13,0,0,0,0,C to B,8,"(30, 24)","[(26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,C to B,8,"(31, 23)","[(26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,2,4,8.062257748,233.1301024,C to B,8,"(32, 22)","[(27, 22), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 18), (36, 22)]",TRUE
8,2,4,7.615773106,225,C to B,8,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(29, 18), (36, 21)]",TRUE
8,2,3.16227766,7.280109889,184.3987054,C to B,8,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(29, 19), (36, 21)]",TRUE
8,2,3,7.071067812,194.0362435,B to A,8,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]","[(29, 19), (36, 20)]",TRUE
8,2,3,7,180,B to A,8,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(29, 20), (36, 20)]",TRUE
16,1,2.236067977,0,0,B to A,8,"(31, 21)","[(26, 21), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 20)]",TRUE
20,1,1.414213562,0,0,B to A,8,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 21)]",FALSE
20,1,1.414213562,0,0,B to A,8,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 21)]",FALSE
20,1,1,0,0,B to A,8,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 22)]",FALSE
20,1,1,0,0,B to A,8,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 22)]",FALSE
20,1,1.414213562,0,0,B to A,8,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 23)]",FALSE
20,1,1.414213562,0,0,B to A,8,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 23)]",FALSE
20,1,2.236067977,0,0,B to A,8,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 24)]",FALSE
21,1,1,0,0,B to A,8,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 24)]",FALSE
21,1,2,0,0,B to A,8,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 25)]",FALSE
21,1,2,0,0,B to A,8,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 25)]",FALSE
21,1,3.16227766,0,0,B to A,8,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(28, 26)]",FALSE
17,1,2.236067977,0,0,B to A,8,"(29, 24)","[(25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(28, 26)]",TRUE
13,1,2.828427125,0,0,B to A,8,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 27)]",TRUE
11,1,1.414213562,0,0,B to A,8,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 27)]",FALSE
11,1,2.828427125,0,0,B to A,8,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 28)]",FALSE
15,1,3.16227766,0,0,B to A,8,"(27, 25)","[(25, 21), (25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 28)]",TRUE
19,0,0,0,0,B to A,8,"(26, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
19,1,0,0,0,B to A,8,"(25, 24)","[(25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(25, 29)]",TRUE
17,0,0,0,0,B to A,8,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
15,0,0,0,0,B to A,8,"(23, 23)","[(25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 23)]",[],TRUE
12,0,0,0,0,B to A,8,"(22, 22)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 22)]",[],TRUE
7,0,0,0,0,B to A,8,"(21, 21)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 21)]",[],TRUE
1,0,0,0,0,B to A,8,"(20, 20)","[(25, 20)]",[],TRUE
0,0,0,0,0,B to A,8,"(19, 19)",[],[],TRUE
0,0,0,0,0,B to A,8,"(18, 18)",[],[],TRUE
0,0,0,0,0,B to A,8,"(17, 17)",[],[],TRUE
0,0,0,0,0,B to A,8,"(16, 16)",[],[],TRUE
1,0,0,0,0,A to B,9,"(15, 15)","[(15, 10)]",[],TRUE
0,0,0,0,0,A to B,9,"(16, 16)",[],[],TRUE
0,0,0,0,0,A to B,9,"(17, 17)",[],[],TRUE
0,0,0,0,0,A to B,9,"(18, 18)",[],[],TRUE
0,0,0,0,0,A to B,9,"(19, 19)",[],[],TRUE
1,0,0,0,0,A to B,9,"(20, 20)","[(25, 20)]",[],TRUE
7,0,0,0,0,A to B,9,"(21, 21)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 21)]",[],TRUE
12,0,0,0,0,A to B,9,"(22, 22)","[(25, 18), (25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 22)]",[],TRUE
15,0,0,0,0,A to B,9,"(23, 23)","[(25, 19), (25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 23)]",[],TRUE
17,0,0,0,0,A to B,9,"(24, 24)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
15,0,0,0,0,A to B,9,"(25, 25)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
11,0,0,0,0,A to B,9,"(26, 26)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
11,0,0,0,0,A to B,9,"(27, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
11,0,0,0,0,A to B,9,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
13,0,0,0,0,A to B,9,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
13,0,0,0,0,A to B,9,"(30, 24)","[(26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
12,0,0,0,0,A to B,9,"(31, 23)","[(26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,1,0,0,0,A to B,9,"(32, 22)","[(27, 22), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 18)]",TRUE
8,1,4.242640687,0,0,A to B,9,"(32, 21)","[(27, 21), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(29, 18)]",TRUE
8,1,3.16227766,0,0,A to B,9,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(29, 19)]",TRUE
8,1,3,0,0,B to C,9,"(32, 19)","[(27, 19), (28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]","[(29, 19)]",TRUE
8,1,3,0,0,B to C,9,"(32, 20)","[(27, 20), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(29, 20)]",TRUE
16,1,2.236067977,0,0,B to C,9,"(31, 21)","[(26, 21), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 20)]",TRUE
20,1,1.414213562,0,0,B to C,9,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 21)]",FALSE
20,1,1.414213562,0,0,B to C,9,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 21)]",FALSE
20,1,1,0,0,B to C,9,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 22)]",FALSE
20,1,1,0,0,B to C,9,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 22)]",FALSE
20,1,1.414213562,0,0,B to C,9,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 23)]",FALSE
20,1,1.414213562,0,0,B to C,9,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 23)]",FALSE
20,2,2.236067977,6,139.3987054,B to C,9,"(30, 22)","[(25, 22), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 18), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 18), (29, 24)]",FALSE
21,2,1,6,180,B to C,9,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 18), (29, 24)]",FALSE
21,3,2,6.049851674,143.1301024,B to C,9,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 19), (29, 25), (32, 27)]",FALSE
21,3,2,6.049851674,143.1301024,B to C,9,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 19), (29, 25), (32, 27)]",FALSE
21,3,3,5.596988821,135,B to C,9,"(29, 23)","[(25, 20), (25, 21), (25, 22), (25, 23), (26, 19), (26, 20), (26, 21), (26, 22), (26, 23), (27, 19), (27, 20), (27, 21), (27, 22), (27, 23), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(28, 26), (29, 20), (32, 26)]",FALSE
17,3,2.236067977,5.596988821,123.6900675,B to C,9,"(29, 24)","[(25, 21), (25, 22), (25, 23), (26, 20), (26, 21), (26, 22), (26, 23), (27, 20), (27, 21), (27, 22), (27, 23), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(28, 26), (29, 20), (32, 26)]",TRUE
13,3,2,4.824045318,180,B to C,9,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 25), (29, 21), (32, 25)]",FALSE
13,3,2,4.824045318,180,B to C,9,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(27, 25), (29, 21), (32, 25)]",FALSE
13,3,3,4.40370085,71.56505118,B to C,9,"(29, 25)","[(25, 22), (25, 23), (26, 21), (26, 22), (26, 23), (27, 21), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 24), (29, 22), (32, 24)]",FALSE
11,3,2.828427125,4.40370085,59.03624347,B to C,9,"(28, 26)","[(25, 22), (25, 23), (26, 22), (26, 23), (27, 22), (27, 23), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(26, 24), (29, 22), (32, 24)]",TRUE
7,3,3.605551275,6.629498963,100.3048465,B to C,9,"(27, 27)","[(25, 23), (26, 23), (27, 22), (27, 23), (28, 23), (28, 24), (28, 25)]","[(25, 24), (29, 23), (31, 30)]",TRUE
3,2,4.123105626,9.055385138,165.9637565,B to C,9,"(26, 28)","[(26, 23), (28, 24), (28, 25)]","[(25, 24), (26, 33)]",TRUE
6,2,4.123105626,7.071067812,118.0724869,B to C,9,"(25, 29)","[(20, 29), (21, 29), (21, 30), (21, 31), (21, 32), (28, 25)]","[(21, 28), (26, 33)]",TRUE
12,2,3.605551275,8.485281374,160.5599652,B to C,9,"(24, 30)","[(19, 30), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(21, 28), (27, 34)]",TRUE
19,2,3.16227766,7.810249676,214.6951535,B to C,9,"(23, 31)","[(18, 31), (19, 29), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(22, 28), (27, 34)]",TRUE
25,1,4,0,0,B to C,9,"(22, 32)","[(17, 32), (18, 29), (18, 30), (18, 31), (18, 32), (18, 33), (18, 34), (19, 29), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(22, 28)]",TRUE
24,2,4.123105626,8.94427191,157.1663458,B to C,9,"(22, 33)","[(17, 33), (18, 30), (18, 31), (18, 32), (18, 33), (18, 34), (19, 29), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 29), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 29), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(19, 37), (23, 29)]",TRUE
20,1,4.472135955,0,0,B to C,9,"(22, 34)","[(17, 34), (18, 31), (18, 32), (18, 33), (18, 34), (19, 30), (19, 31), (19, 32), (19, 33), (19, 34), (20, 30), (20, 31), (20, 32), (20, 33), (20, 34), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(18, 36)]",TRUE
20,1,3.16227766,0,0,B to C,9,"(21, 35)","[(17, 32), (17, 33), (17, 34), (18, 31), (18, 32), (18, 33), (18, 34), (19, 31), (19, 32), (19, 33), (19, 34), (20, 31), (20, 32), (20, 33), (20, 34), (21, 30), (21, 31), (21, 32), (21, 33), (21, 34)]","[(18, 36)]",TRUE
18,1,3.16227766,0,0,B to C,9,"(20, 36)","[(16, 33), (16, 34), (17, 32), (17, 33), (17, 34), (18, 32), (18, 33), (18, 34), (19, 32), (19, 33), (19, 34), (20, 31), (20, 32), (20, 33), (20, 34), (21, 32), (21, 33), (21, 34)]","[(17, 35)]",TRUE
12,1,3.605551275,0,0,B to C,9,"(20, 37)","[(16, 34), (17, 33), (17, 34), (18, 33), (18, 34), (19, 33), (19, 34), (20, 32), (20, 33), (20, 34), (21, 33), (21, 34)]","[(17, 35)]",TRUE
6,1,0,0,0,B to C,9,"(20, 38)","[(17, 34), (18, 34), (19, 34), (20, 33), (20, 34), (21, 34)]","[(16, 35)]",TRUE
1,0,0,0,0,B to C,9,"(20, 39)","[(20, 34)]",[],TRUE
0,0,0,0,0,B to C,9,"(20, 40)",[],[],TRUE
1,0,0,0,0,B to C,9,"(19, 41)","[(14, 41)]",[],TRUE
7,0,0,0,0,B to C,9,"(18, 42)","[(13, 42), (14, 39), (14, 40), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
12,0,0,0,0,B to C,9,"(17, 43)","[(12, 43), (13, 40), (13, 41), (13, 42), (13, 43), (13, 44), (14, 39), (14, 40), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
10,0,0,0,0,B to C,9,"(17, 44)","[(12, 44), (13, 41), (13, 42), (13, 43), (13, 44), (14, 40), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
7,0,0,0,0,C to B,9,"(17, 45)","[(13, 42), (13, 43), (13, 44), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
5,0,0,0,0,C to B,9,"(18, 44)","[(13, 44), (14, 41), (14, 42), (14, 43), (14, 44)]",[],TRUE
1,0,0,0,0,C to B,9,"(19, 43)","[(14, 43)]",[],TRUE
0,0,0,0,0,C to B,9,"(20, 42)",[],[],TRUE
0,0,0,0,0,C to B,9,"(21, 41)",[],[],TRUE
2,0,0,0,0,C to B,9,"(22, 40)","[(26, 42), (26, 43)]",[],TRUE
4,0,0,0,0,C to B,9,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]",[],TRUE
9,0,0,0,0,C to B,9,"(24, 38)","[(21, 34), (26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
7,1,4,0,0,C to B,9,"(25, 37)","[(21, 34), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]","[(29, 37)]",TRUE
5,2,3,2,326.3099325,C to B,9,"(26, 36)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40)]","[(29, 34), (29, 36)]",TRUE
4,2,2.236067977,2,306.8698976,C to B,9,"(27, 35)","[(28, 36), (28, 37), (28, 38), (28, 39)]","[(29, 34), (29, 36)]",TRUE
4,2,1,1,315,C to B,9,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]","[(28, 35), (29, 35)]",FALSE
4,2,1,1,315,C to B,9,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]","[(28, 35), (29, 35)]",FALSE
4,2,1.414213562,2.236067977,288.4349488,C to B,9,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]","[(27, 35), (29, 36)]",FALSE
4,2,1.414213562,2.236067977,288.4349488,C to B,9,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]","[(27, 35), (29, 36)]",FALSE
4,2,2.828427125,3.16227766,296.5650512,C to B,9,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]","[(26, 36), (29, 37)]",FALSE
2,2,4,3.16227766,315,C to B,9,"(29, 33)","[(28, 36), (28, 37)]","[(26, 36), (29, 37)]",TRUE
1,0,0,0,0,C to B,9,"(29, 32)","[(28, 36)]",[],TRUE
0,0,0,0,0,C to B,9,"(29, 31)",[],[],TRUE
0,0,0,0,0,C to B,9,"(29, 30)",[],[],TRUE
1,0,0,0,0,C to B,9,"(29, 29)","[(28, 25)]",[],TRUE
