Number of static obstacles,Number of dynamic obstacles,Minimum distance from obstacle,Average distance between obstacles,Largest free angle,Area,Run number,Robot position,Obs pos,Dyn obs pos,Is stuck
0,0,0,0,0,B to C,5,"(20, 36)",[],[],TRUE
0,0,0,0,0,B to C,5,"(20, 37)",[],[],TRUE
0,0,0,0,0,B to C,5,"(20, 38)",[],[],TRUE
0,0,0,0,0,B to C,5,"(20, 39)",[],[],TRUE
0,0,0,0,0,B to C,5,"(20, 40)",[],[],TRUE
0,0,0,0,0,B to C,5,"(19, 41)",[],[],TRUE
0,0,0,0,0,B to C,5,"(18, 42)",[],[],TRUE
0,0,0,0,0,B to C,5,"(17, 43)",[],[],TRUE
0,0,0,0,0,B to C,5,"(17, 44)",[],[],TRUE
0,0,0,0,0,C to B,5,"(17, 45)",[],[],TRUE
0,0,0,0,0,C to B,5,"(18, 44)",[],[],TRUE
0,0,0,0,0,C to B,5,"(19, 43)",[],[],TRUE
0,0,0,0,0,C to B,5,"(20, 42)",[],[],TRUE
0,0,0,0,0,C to B,5,"(21, 41)",[],[],TRUE
2,0,0,0,0,C to B,5,"(22, 40)","[(26, 42), (26, 43)]",[],TRUE
4,0,0,0,0,C to B,5,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]",[],TRUE
8,0,0,0,0,C to B,5,"(24, 38)","[(26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
6,0,0,0,0,C to B,5,"(25, 37)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
5,0,0,0,0,C to B,5,"(26, 36)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40)]",[],TRUE
4,0,0,0,0,C to B,5,"(27, 35)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
4,0,0,0,0,C to B,5,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
2,0,0,0,0,C to B,5,"(29, 33)","[(28, 36), (28, 37)]",[],TRUE
1,0,0,0,0,C to B,5,"(29, 32)","[(28, 36)]",[],TRUE
0,0,0,0,0,C to B,5,"(29, 31)",[],[],TRUE
0,0,0,0,0,C to B,5,"(29, 30)",[],[],TRUE
1,0,0,0,0,C to B,5,"(29, 29)","[(28, 25)]",[],TRUE
2,0,0,0,0,C to B,5,"(29, 28)","[(28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,C to B,5,"(29, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,C to B,5,"(29, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,C to B,5,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,C to B,5,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,5,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,5,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,5,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
7,0,0,0,0,C to B,5,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
7,0,0,0,0,B to A,5,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
7,0,0,0,0,B to A,5,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
9,0,0,0,0,B to A,5,"(31, 21)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,B to A,5,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,5,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to A,5,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,5,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,5,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,5,"(27, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to A,5,"(26, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,5,"(25, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,5,"(24, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to A,5,"(23, 21)","[(28, 21)]",[],TRUE
0,0,0,0,0,B to A,5,"(22, 20)",[],[],TRUE
0,0,0,0,0,B to A,5,"(21, 19)",[],[],TRUE
0,0,0,0,0,B to A,5,"(20, 18)",[],[],TRUE
0,0,0,0,0,B to A,5,"(19, 17)",[],[],TRUE
0,0,0,0,0,B to A,5,"(18, 16)",[],[],TRUE
1,0,0,0,0,B to A,5,"(17, 15)","[(17, 10)]",[],TRUE
1,0,0,0,0,B to A,5,"(16, 15)","[(16, 10)]",[],TRUE
1,0,0,0,0,A to B,6,"(15, 15)","[(15, 10)]",[],TRUE
0,0,0,0,0,A to B,6,"(16, 16)",[],[],TRUE
0,0,0,0,0,A to B,6,"(17, 17)",[],[],TRUE
0,0,0,0,0,A to B,6,"(18, 18)",[],[],TRUE
0,0,0,0,0,A to B,6,"(19, 19)",[],[],TRUE
0,0,0,0,0,A to B,6,"(20, 20)",[],[],TRUE
0,0,0,0,0,A to B,6,"(21, 21)",[],[],TRUE
0,0,0,0,0,A to B,6,"(22, 22)",[],[],TRUE
1,0,0,0,0,A to B,6,"(23, 23)","[(28, 23)]",[],TRUE
5,0,0,0,0,A to B,6,"(24, 24)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,6,"(25, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,6,"(26, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,6,"(27, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,6,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,6,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,A to B,6,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,6,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,6,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,1,0,0,0,A to B,6,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]","[(29, 17)]",TRUE
7,1,3.605551275,0,0,A to B,6,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(29, 18)]",TRUE
7,1,3.16227766,0,0,B to C,6,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]","[(29, 18)]",TRUE
7,1,3.16227766,0,0,B to C,6,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]","[(29, 19)]",TRUE
9,1,2.828427125,0,0,B to C,6,"(31, 21)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 19)]",TRUE
8,1,2.236067977,0,0,B to C,6,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 20)]",TRUE
7,1,3,0,0,B to C,6,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 20)]",TRUE
6,1,3,0,0,B to C,6,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 21)]",TRUE
5,1,4,0,0,B to C,6,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 21)]",TRUE
5,1,4.123105626,0,0,B to C,6,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]","[(29, 22)]",TRUE
3,0,0,0,0,B to C,6,"(27, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
2,0,0,0,0,B to C,6,"(26, 28)","[(28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to C,6,"(25, 29)","[(28, 25)]",[],TRUE
0,0,0,0,0,B to C,6,"(24, 30)",[],[],TRUE
0,0,0,0,0,B to C,6,"(23, 31)",[],[],TRUE
0,0,0,0,0,B to C,6,"(22, 32)",[],[],TRUE
0,0,0,0,0,B to C,6,"(21, 33)",[],[],TRUE
0,0,0,0,0,B to C,6,"(20, 34)",[],[],TRUE
0,0,0,0,0,B to C,6,"(20, 35)",[],[],TRUE
0,0,0,0,0,B to C,6,"(20, 36)",[],[],TRUE
0,0,0,0,0,B to C,6,"(20, 37)",[],[],TRUE
0,0,0,0,0,B to C,6,"(20, 38)",[],[],TRUE
0,0,0,0,0,B to C,6,"(20, 39)",[],[],TRUE
0,0,0,0,0,B to C,6,"(20, 40)",[],[],TRUE
0,0,0,0,0,B to C,6,"(19, 41)",[],[],TRUE
0,0,0,0,0,B to C,6,"(18, 42)",[],[],TRUE
0,0,0,0,0,B to C,6,"(17, 43)",[],[],TRUE
0,0,0,0,0,B to C,6,"(17, 44)",[],[],TRUE
0,0,0,0,0,C to B,6,"(17, 45)",[],[],TRUE
0,0,0,0,0,C to B,6,"(18, 44)",[],[],TRUE
0,0,0,0,0,C to B,6,"(19, 43)",[],[],TRUE
0,0,0,0,0,C to B,6,"(20, 42)",[],[],TRUE
0,0,0,0,0,C to B,6,"(21, 41)",[],[],TRUE
2,0,0,0,0,C to B,6,"(22, 40)","[(26, 42), (26, 43)]",[],TRUE
4,0,0,0,0,C to B,6,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]",[],TRUE
8,0,0,0,0,C to B,6,"(24, 38)","[(26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
6,0,0,0,0,C to B,6,"(25, 37)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
5,0,0,0,0,C to B,6,"(26, 36)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40)]",[],TRUE
4,0,0,0,0,C to B,6,"(27, 35)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
4,0,0,0,0,C to B,6,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
2,0,0,0,0,C to B,6,"(29, 33)","[(28, 36), (28, 37)]",[],TRUE
1,0,0,0,0,C to B,6,"(29, 32)","[(28, 36)]",[],TRUE
0,0,0,0,0,C to B,6,"(29, 31)",[],[],TRUE
0,0,0,0,0,C to B,6,"(29, 30)",[],[],TRUE
1,0,0,0,0,C to B,6,"(29, 29)","[(28, 25)]",[],TRUE
2,0,0,0,0,C to B,6,"(29, 28)","[(28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,C to B,6,"(29, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,C to B,6,"(29, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,C to B,6,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,C to B,6,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,6,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,6,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,6,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
7,0,0,0,0,C to B,6,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
7,0,0,0,0,B to A,6,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
7,0,0,0,0,B to A,6,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
9,0,0,0,0,B to A,6,"(31, 21)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,B to A,6,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,6,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to A,6,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,6,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,6,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,6,"(27, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to A,6,"(26, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,6,"(25, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,6,"(24, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to A,6,"(23, 21)","[(28, 21)]",[],TRUE
0,0,0,0,0,B to A,6,"(22, 20)",[],[],TRUE
0,0,0,0,0,B to A,6,"(21, 19)",[],[],TRUE
0,0,0,0,0,B to A,6,"(20, 18)",[],[],TRUE
0,0,0,0,0,B to A,6,"(19, 17)",[],[],TRUE
0,0,0,0,0,B to A,6,"(18, 16)",[],[],TRUE
1,0,0,0,0,B to A,6,"(17, 15)","[(17, 10)]",[],TRUE
1,0,0,0,0,B to A,6,"(16, 15)","[(16, 10)]",[],TRUE
1,0,0,0,0,A to B,7,"(15, 15)","[(15, 10)]",[],TRUE
0,0,0,0,0,A to B,7,"(16, 16)",[],[],TRUE
0,0,0,0,0,A to B,7,"(17, 17)",[],[],TRUE
0,0,0,0,0,A to B,7,"(18, 18)",[],[],TRUE
0,0,0,0,0,A to B,7,"(19, 19)",[],[],TRUE
0,0,0,0,0,A to B,7,"(20, 20)",[],[],TRUE
0,0,0,0,0,A to B,7,"(21, 21)",[],[],TRUE
0,0,0,0,0,A to B,7,"(22, 22)",[],[],TRUE
1,0,0,0,0,A to B,7,"(23, 23)","[(28, 23)]",[],TRUE
5,0,0,0,0,A to B,7,"(24, 24)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,7,"(25, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,7,"(26, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,7,"(27, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,7,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,7,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,A to B,7,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,7,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,7,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,7,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
7,0,0,0,0,A to B,7,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
7,0,0,0,0,B to C,7,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
7,0,0,0,0,B to C,7,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
9,0,0,0,0,B to C,7,"(31, 21)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,B to C,7,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to C,7,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to C,7,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to C,7,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to C,7,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,B to C,7,"(27, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
2,0,0,0,0,B to C,7,"(26, 28)","[(28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to C,7,"(25, 29)","[(28, 25)]",[],TRUE
0,0,0,0,0,B to C,7,"(24, 30)",[],[],TRUE
0,0,0,0,0,B to C,7,"(23, 31)",[],[],TRUE
0,0,0,0,0,B to C,7,"(22, 32)",[],[],TRUE
0,0,0,0,0,B to C,7,"(21, 33)",[],[],TRUE
0,0,0,0,0,B to C,7,"(20, 34)",[],[],TRUE
0,0,0,0,0,B to C,7,"(20, 35)",[],[],TRUE
0,0,0,0,0,B to C,7,"(20, 36)",[],[],TRUE
0,0,0,0,0,B to C,7,"(20, 37)",[],[],TRUE
0,0,0,0,0,B to C,7,"(20, 38)",[],[],TRUE
0,0,0,0,0,B to C,7,"(20, 39)",[],[],TRUE
0,0,0,0,0,B to C,7,"(20, 40)",[],[],TRUE
0,0,0,0,0,B to C,7,"(19, 41)",[],[],TRUE
0,0,0,0,0,B to C,7,"(18, 42)",[],[],TRUE
0,0,0,0,0,B to C,7,"(17, 43)",[],[],TRUE
0,0,0,0,0,B to C,7,"(17, 44)",[],[],TRUE
0,0,0,0,0,C to B,7,"(17, 45)",[],[],TRUE
0,0,0,0,0,C to B,7,"(18, 44)",[],[],TRUE
0,0,0,0,0,C to B,7,"(19, 43)",[],[],TRUE
0,0,0,0,0,C to B,7,"(20, 42)",[],[],TRUE
0,0,0,0,0,C to B,7,"(21, 41)",[],[],TRUE
2,0,0,0,0,C to B,7,"(22, 40)","[(26, 42), (26, 43)]",[],TRUE
4,0,0,0,0,C to B,7,"(23, 39)","[(26, 42), (26, 43), (27, 42), (28, 39)]",[],TRUE
8,0,0,0,0,C to B,7,"(24, 38)","[(26, 42), (27, 42), (28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
6,0,0,0,0,C to B,7,"(25, 37)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40), (28, 41)]",[],TRUE
5,0,0,0,0,C to B,7,"(26, 36)","[(28, 36), (28, 37), (28, 38), (28, 39), (28, 40)]",[],TRUE
4,0,0,0,0,C to B,7,"(27, 35)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
4,0,0,0,0,C to B,7,"(28, 34)","[(28, 36), (28, 37), (28, 38), (28, 39)]",[],TRUE
2,0,0,0,0,C to B,7,"(29, 33)","[(28, 36), (28, 37)]",[],TRUE
1,0,0,0,0,C to B,7,"(29, 32)","[(28, 36)]",[],TRUE
0,0,0,0,0,C to B,7,"(29, 31)",[],[],TRUE
0,0,0,0,0,C to B,7,"(29, 30)",[],[],TRUE
1,0,0,0,0,C to B,7,"(29, 29)","[(28, 25)]",[],TRUE
2,0,0,0,0,C to B,7,"(29, 28)","[(28, 24), (28, 25)]",[],TRUE
3,0,0,0,0,C to B,7,"(29, 27)","[(28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,C to B,7,"(29, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,C to B,7,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,C to B,7,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,7,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,7,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,C to B,7,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
7,0,0,0,0,C to B,7,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
7,0,0,0,0,B to A,7,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
7,0,0,0,0,B to A,7,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
9,0,0,0,0,B to A,7,"(31, 21)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
8,0,0,0,0,B to A,7,"(30, 22)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,7,"(29, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to A,7,"(29, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,7,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,7,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,B to A,7,"(27, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,B to A,7,"(26, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,7,"(25, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,B to A,7,"(24, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
1,0,0,0,0,B to A,7,"(23, 21)","[(28, 21)]",[],TRUE
0,0,0,0,0,B to A,7,"(22, 20)",[],[],TRUE
0,0,0,0,0,B to A,7,"(21, 19)",[],[],TRUE
0,0,0,0,0,B to A,7,"(20, 18)",[],[],TRUE
0,0,0,0,0,B to A,7,"(19, 17)",[],[],TRUE
0,0,0,0,0,B to A,7,"(18, 16)",[],[],TRUE
1,0,0,0,0,B to A,7,"(17, 15)","[(17, 10)]",[],TRUE
1,0,0,0,0,B to A,7,"(16, 15)","[(16, 10)]",[],TRUE
1,0,0,0,0,A to B,8,"(15, 15)","[(15, 10)]",[],TRUE
0,0,0,0,0,A to B,8,"(16, 16)",[],[],TRUE
0,0,0,0,0,A to B,8,"(17, 17)",[],[],TRUE
0,0,0,0,0,A to B,8,"(18, 18)",[],[],TRUE
0,0,0,0,0,A to B,8,"(19, 19)",[],[],TRUE
0,0,0,0,0,A to B,8,"(20, 20)",[],[],TRUE
0,0,0,0,0,A to B,8,"(21, 21)",[],[],TRUE
0,0,0,0,0,A to B,8,"(22, 22)",[],[],TRUE
1,0,0,0,0,A to B,8,"(23, 23)","[(28, 23)]",[],TRUE
5,0,0,0,0,A to B,8,"(24, 24)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,8,"(25, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,8,"(26, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
4,0,0,0,0,A to B,8,"(27, 26)","[(28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,8,"(28, 26)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
5,0,0,0,0,A to B,8,"(29, 25)","[(28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
6,0,0,0,0,A to B,8,"(30, 24)","[(28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,8,"(31, 23)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,8,"(32, 22)","[(28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24), (28, 25)]",[],TRUE
7,0,0,0,0,A to B,8,"(32, 21)","[(28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23), (28, 24)]",[],TRUE
7,0,0,0,0,A to B,8,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
7,0,0,0,0,B to C,8,"(32, 19)","[(28, 16), (28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22)]",[],TRUE
7,0,0,0,0,B to C,8,"(32, 20)","[(28, 17), (28, 18), (28, 19), (28, 20), (28, 21), (28, 22), (28, 23)]",[],TRUE
