1,0,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
3,0,6.0827625302982185,1.3333333333333333,8.972626614896393
3,0,5.385164807134505,1.3333333333333333,9.16234704572171
3,0,5.0,1.3333333333333333,8.13010235415598
3,0,5.0,1.3333333333333333,5.906141113770502
2,0,5.385164807134505,1.0,356.6335393365702
1,0,6.0827625302982185,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
7,0,6.0,2.6666666666666665,9.462322208025617
9,0,5.0,3.3333333333333335,11.309932474020213
11,0,4.0,4.0,14.036243467926479
0,0,0,0,0
